ID,Approved
APPB80394485541,0.050518462046021916
APPC90374371245,0.7250801865887708
APPD10245612537,0.10316225933612921
APPD70928673324,0.24954629604004513
APPZ80240426938,0.061965269123341424
APPQ80859223024,0.6653777225938284
APPI90172084414,0.21551226176789612
APPM30139507418,0.22094927575842704
APPU20534351632,0.10259436697732353
APPF60498666924,0.6543142703231145
APPQ40217383238,0.11325960732925296
APPJ10076126533,0.20396316665716385
APPT50877148914,0.5601239139993327
APPO10505658228,0.15686819594996848
APPG10582394633,0.0915656442425707
APPO40340392829,0.021285699746985826
APPE70079114628,0.1424563932294714
APPC30947886208,0.39047627695654324
APPM30009453227,0.5120169296951542
APPA50070064005,0.09948948483798105
APPN90632465733,0.4966589773317453
APPE50471555404,0.10965645959643514
APPT60529591509,0.9046654283565535
APPV60651657741,0.019992640083598256
APPU30127779641,0.5784898554651606
APPZ30396919928,0.060812879999269626
APPR60737347136,0.3159067515264514
APPD10451387129,0.0607055211867747
APPE50938811607,0.20807649566867994
APPX50785565533,0.37247514816819155
APPN50883963942,0.2399549995748504
APPY80914146248,0.16141757684898292
APPR10154445126,0.315290182217473
APPZ50399854734,0.40891064126391974
APPP30527409938,0.45204802114075554
APPL50545303527,0.09965731965411415
APPL20563609928,0.07929795030761293
APPF50460133535,0.20186080899429745
APPU60180375233,0.1480606983206198
APPE20636097405,0.13402411459320837
APPB40707677725,0.6013293995326451
APPI90134367001,0.6317119278433951
APPQ40287171242,0.24599891751044606
APPD10654596706,0.0741206322461939
APPM50804676206,0.14590369643754106
APPV90255959101,0.15370431207409727
APPJ90132288326,0.7280379843747844
APPD90241528144,0.12382528178941732
APPH70747348735,0.38256611852878125
APPA80313502809,0.12007195729593928
APPX40744432915,0.841565096604647
APPC30461345604,0.073444527452526
APPD10208489525,0.23308014910405872
APPX50931924934,0.08245749463032913
APPV10969435327,0.6815226878010857
APPK10209025849,0.3496625057243188
APPF50226437138,0.0009666277220916794
APPD30547995935,0.5011677925288942
APPG90197935828,0.6804573811506095
APPO60394601841,0.2675147410004706
APPX60954759721,0.7795487946511477
APPR80187032928,0.6397014155116527
APPP50548391302,0.47812529476699556
APPT70879281305,0.816746027586852
APPW80736845802,0.10375085935202581
APPK40419824418,0.1514751235816944
APPN40866223719,0.0723565035399921
APPP40191474542,0.5894688375929709
APPC70817886834,0.014936224086658465
APPX90666055938,0.2937736615043976
APPR80508046123,0.1307796603535713
APPJ50202112104,0.1485961190169547
APPT50462792503,0.38007123044932206
APPJ70207757343,0.7097520253010908
APPQ90631385237,0.6837260186327562
APPS40775647002,0.6190574751666166
APPF90147126324,0.046830083941213324
APPY80328317607,0.035661657678215386
APPE80514856401,0.17827939190565326
APPA50318965033,0.6887452908263703
APPW80497626624,0.5563816700256
APPC30100387607,0.5653202489165206
APPE60605578818,0.2446264484336795
APPG60276775819,0.10016456857413178
APPB10819553703,0.22460734747333483
APPA60515283234,0.07216696358228154
APPK20489399227,0.20640837077615312
APPQ10775956412,0.1272536694013728
APPI40748688837,0.11348440626067344
APPT10690673142,0.21101272279274377
APPY80051556449,0.8219047208127428
APPQ90924942431,0.7013754373727747
APPA50866537429,0.6064335475332915
APPJ50292986721,0.5167470036433358
