PCA_X,PCA_Y,Cluster_PCA,id,Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment,RFM_Score,RFM_Level,Cluster
-2.11654988145901,0.5962839903887854,2,1,8,11,9084.449999999999,4,4,4,444,12.0,1_High,0
1.5051063523150814,-0.5683354626652511,1,2,129,3,4149.07,1,1,1,111,3.0,3_Low,1
-0.9347736023111485,-1.3245619102833561,0,3,103,8,9888.230000000001,1,4,4,144,9.0,1_High,2
3.758805333042173,0.004872924926853219,1,4,196,2,1047.72,1,1,1,111,3.0,3_Low,1
-0.528861907252074,0.5195883865262573,2,5,17,6,5903.2,4,2,2,422,8.0,2_Medium,0
0.15745510776358282,-0.46069911818419956,0,6,65,5,5931.6900000000005,2,2,2,222,6.0,2_Medium,2
3.3236397033747394,-0.37891102266835,1,7,254,3,995.38,1,1,1,111,3.0,3_Low,1
-1.9547429329203516,-0.3411700486104683,0,8,23,10,12024.759999999998,3,4,4,344,11.0,1_High,2
0.075373832801349,-0.6556032373104586,0,9,79,6,5357.55,2,2,2,222,6.0,2_Medium,2
-0.50709366096871,-0.12504696230119755,0,10,34,6,7067.83,3,2,3,323,8.0,2_Medium,2
-0.35596016723153207,-0.36189448599157115,0,11,47,6,6779.4400000000005,2,2,3,223,7.0,2_Medium,2
-0.3903171885091037,-0.7037630941896603,0,12,68,7,6394.21,2,3,3,233,8.0,2_Medium,2
-0.8898517897831508,-0.093635889800306,0,13,28,7,7734.740000000001,3,3,3,333,9.0,1_High,2
0.938489912397362,0.1490423988364241,1,14,48,4,3593.57,2,1,1,211,4.0,3_Low,1
-0.08340482054101576,0.014173743931772974,0,15,36,6,4923.34,3,2,2,322,7.0,2_Medium,2
-0.0052733072397377215,-0.9417037243794194,0,16,100,5,7763.789999999999,1,2,3,123,6.0,2_Medium,2
-0.9224799824924577,2.988872484164923,2,17,1,5,4676.1900000000005,4,2,2,422,8.0,2_Medium,0
-0.5370290343783161,-1.418254158625611,0,18,135,7,8878.62,1,3,4,134,8.0,2_Medium,2
1.4086833678865458,-0.39974965012896735,1,19,103,3,4238.1900000000005,1,1,2,112,4.0,3_Low,1
0.12312987910893602,0.16014145428908194,0,20,32,4,6618.86,3,1,3,313,7.0,2_Medium,2
-0.8162357165972008,1.1997324284637685,2,21,7,5,7446.21,4,2,3,423,9.0,1_High,0
-0.9113871546507543,-1.2669065467831961,0,22,98,8,9546.35,1,4,4,144,9.0,1_High,2
-1.2857728516069047,0.6081272351224536,2,23,11,7,8415.53,4,3,4,434,11.0,1_High,0
-1.2709360450402292,0.16940511767532931,2,24,18,8,8078.95,4,4,3,443,11.0,1_High,0
-2.440210466066466,0.733120784079042,2,25,6,12,9996.33,4,4,4,444,12.0,1_High,0
1.5222965284619372,-0.44376426156790155,1,26,114,3,3943.12,1,1,1,111,3.0,3_Low,1
-0.35365794035110815,-1.395584865484791,0,27,144,7,7679.97,1,3,3,133,7.0,2_Medium,2
0.06720503077541695,-0.7172808088186583,0,28,84,6,5492.9,2,2,2,222,6.0,2_Medium,2
-1.690363482131966,-0.23606057852577997,0,29,23,9,10855.57,3,4,4,344,11.0,1_High,2
0.8564371618254659,1.378579543421132,1,30,12,3,3736.52,4,1,1,411,6.0,2_Medium,1
1.303239781800906,-0.278251437217345,1,31,90,4,3110.0,1,1,1,111,3.0,3_Low,1
-0.3929054635471747,-1.3801091734432316,0,32,139,7,7873.18,1,3,3,133,7.0,2_Medium,2
-0.9996336728476718,-0.45660648739075455,0,33,39,7,9384.23,3,3,4,334,10.0,1_High,2
0.9817909143788508,-0.4557929321060345,1,35,93,4,4182.28,1,1,1,111,3.0,3_Low,1
3.1066220542081937,-0.1241895743465072,1,36,164,2,1781.04,1,1,1,111,3.0,3_Low,1
-2.075154864526476,0.5857438384578226,2,37,8,9,11291.71,4,4,4,444,12.0,1_High,0
0.7052920945673671,-0.014542934691655596,1,38,51,4,4502.589999999999,2,1,2,212,5.0,2_Medium,1
-2.0024935899946645,-0.7326993866598127,0,39,35,12,11237.19,3,4,4,344,11.0,1_High,2
-0.6197367400191734,0.5963461298522191,2,40,15,6,6175.27,4,2,3,423,9.0,1_High,0
-1.4086819281654617,-0.35852915706468313,0,41,30,9,9114.150000000001,3,4,4,344,11.0,1_High,2
1.9047826852288647,-0.2104700911380489,1,42,112,4,1936.46,1,1,1,111,3.0,3_Low,1
-0.8084442853819173,-0.7703535873806755,0,43,62,9,6574.59,2,4,3,243,9.0,1_High,2
-0.7738564260234324,-0.2780677193505884,0,44,36,7,7497.4,3,3,3,333,9.0,1_High,2
1.5548458288801266,0.47009072350915587,1,45,44,3,2912.33,3,1,1,311,5.0,2_Medium,1
0.3065306827412101,-0.21764007271178595,0,46,54,5,4923.14,2,2,2,222,6.0,2_Medium,2
-0.8496607127775759,-0.3126336052345624,0,47,36,7,8022.010000000001,3,3,3,333,9.0,1_High,2
-0.9775554607295666,-1.140199530304512,0,48,83,8,9654.119999999999,2,4,4,244,10.0,1_High,2
-0.29956016385347517,-0.13699040896740286,0,49,37,5,7582.92,3,2,3,323,8.0,2_Medium,2
-1.2921874004549843,-0.22317914170699155,0,50,27,8,9252.660000000002,3,4,4,344,11.0,1_High,2
-1.1060273873234907,-0.8271968779755635,0,51,56,8,9667.460000000003,2,4,4,244,10.0,1_High,2
-1.745328955206796,1.1431408406883814,2,52,5,7,10106.57,4,3,4,434,11.0,1_High,0
-0.42803348213482123,1.2506501620664765,2,53,8,5,5472.74,4,2,2,422,8.0,2_Medium,0
-0.8704578980096127,-0.9227017543035977,0,54,68,7,9813.660000000002,2,3,4,234,9.0,1_High,2
-0.7606148682138182,-0.5042418105521362,0,55,47,8,6754.21,2,4,3,243,9.0,1_High,2
-1.1348852736250057,1.903885408057089,2,56,3,7,5060.860000000001,4,3,2,432,9.0,1_High,0
-0.7277923112098191,-0.27965956578274215,0,57,36,6,8748.75,3,2,4,324,9.0,1_High,2
-1.0552946083625763,0.12216564207438986,2,58,21,8,6967.3099999999995,3,4,3,343,10.0,1_High,0
1.390701543304249,1.0078269856445246,1,59,23,3,2797.47,3,1,1,311,5.0,2_Medium,1
3.344802947586637,-0.20769538851206215,1,60,201,2,1526.9,1,1,1,111,3.0,3_Low,1
-0.8081083450675262,-0.5653537365606813,0,61,48,7,8397.28,2,3,4,234,9.0,1_High,2
-0.8538715641166053,1.35486646416828,2,62,6,6,5845.95,4,2,2,422,8.0,2_Medium,0
1.3012294412023802,-0.07042657189742733,1,63,69,3,4156.66,2,1,1,211,4.0,3_Low,1
-0.3309665234612622,1.9494730022539122,2,64,4,5,4111.12,4,2,1,421,7.0,2_Medium,0
-0.20430615669417593,-1.3030203880351605,0,65,137,6,8056.469999999999,1,2,3,123,6.0,2_Medium,2
-0.06911356167040049,-0.19553551993671794,0,66,44,5,6489.33,3,2,3,323,8.0,2_Medium,2
0.47238224773120485,-0.8721620110741682,0,67,117,5,5304.15,1,2,2,122,5.0,2_Medium,2
1.13312517322061,-0.3440157811166107,1,68,85,3,5127.98,2,1,2,212,5.0,2_Medium,1
-0.8554903447356804,0.171103515216015,2,69,21,6,8395.75,3,2,4,324,9.0,1_High,0
-0.43288655715792423,1.692276924299326,2,70,5,5,4801.11,4,2,2,422,8.0,2_Medium,0
4.279515284246575,0.5140106882462218,1,71,132,1,1415.01,1,1,1,111,3.0,3_Low,1
0.1672713837244126,0.5248374806172992,0,72,23,5,4360.42,3,2,2,322,7.0,2_Medium,2
0.3400116173845656,-1.253049915596425,0,73,169,6,5265.87,1,2,2,122,5.0,2_Medium,2
1.3925076554479117,0.7897527511172322,1,74,29,3,2985.6400000000003,3,1,1,311,5.0,2_Medium,1
-0.7373009182442126,-0.7398232035027776,0,75,61,8,7130.630000000001,2,4,3,243,9.0,1_High,2
-1.8850736614882133,1.9642760129210028,2,76,2,8,7425.04,4,4,3,443,11.0,1_High,0
1.8060627545299492,-0.20933613140610594,1,77,102,3,2964.73,1,1,1,111,3.0,3_Low,1
3.6903720022179187,-0.10043518743090625,1,78,212,2,1139.12,1,1,1,111,3.0,3_Low,1
-0.37425415075978496,-0.3079500792468038,0,79,44,6,6761.43,3,2,3,323,8.0,2_Medium,2
-1.929213819747432,-0.5484268665837042,0,80,29,10,12564.82,3,4,4,344,11.0,1_High,2
-0.02350114424371989,1.8462419364018647,2,81,5,4,4421.7,4,1,2,412,7.0,2_Medium,0
0.34786996952407684,-0.558074174105763,0,82,79,5,5293.91,2,2,2,222,6.0,2_Medium,2
0.2877821424667373,-0.5823570253133062,0,83,81,6,4464.650000000001,2,2,2,222,6.0,2_Medium,2
-0.489134465016727,0.05594874297463339,0,84,29,7,5464.65,3,3,2,332,8.0,2_Medium,2
0.4315109378530134,0.19791199275654003,0,85,38,6,3158.6299999999997,3,2,1,321,6.0,2_Medium,2
-2.2599723364406508,2.4651534485292337,2,86,1,9,7319.35,4,4,3,443,11.0,1_High,0
-1.4091356041093253,0.07259578244599718,2,87,19,9,7994.7300000000005,4,4,3,443,11.0,1_High,0
0.018890914296752395,-0.6322915298423124,0,88,75,6,5550.83,2,2,2,222,6.0,2_Medium,2
-2.3621449099619567,0.898719376063309,2,89,5,9,12741.44,4,4,4,444,12.0,1_High,0
-0.8524962028398029,-0.1727188779316307,0,90,31,7,7703.58,3,3,3,333,9.0,1_High,2
-1.45879630260746,0.6388090524872326,2,91,10,8,8066.4400000000005,4,4,3,443,11.0,1_High,0
0.8533930310056451,0.36633882520707806,1,92,35,3,5098.43,3,1,2,312,6.0,2_Medium,1
1.0816478111422276,-0.31023906665287154,1,93,80,3,5276.13,2,1,2,212,5.0,2_Medium,1
-0.9070592087884812,-0.28483011286810256,0,94,34,7,8305.77,3,3,4,334,10.0,1_High,2
0.4902068338268863,0.14071105662762187,0,95,39,4,5049.799999999999,3,1,2,312,6.0,2_Medium,2
0.980302579942115,-0.20157772587608566,1,96,71,4,3874.84,2,1,1,211,4.0,3_Low,1
-0.8162476752740991,-1.270515446109865,0,97,103,8,8895.95,1,4,4,144,9.0,1_High,2
0.31721068355494,-0.990144931937209,0,98,123,5,6180.049999999999,1,2,3,123,6.0,2_Medium,2
-2.043696877254259,1.5263172744272178,2,99,3,9,8279.060000000001,4,4,4,444,12.0,1_High,0
1.7769821692476417,1.7389014198952764,1,100,12,2,2748.2,4,1,1,411,6.0,2_Medium,1
